country,date,daily_vaccinations,total_vaccinations,people_vaccinated,people_fully_vaccinated,population
Albania,10/10/2021,,,,,
Albania,10/11/2021,,1803799,,834469,
Albania,10/12/2021,6634,1810433,968117,842316,
Albania,10/13/2021,6147,1816580,970703,845877,2872972
Albania,10/14/2021,,,,,
Albania,10/15/2021,,,,,
Albania,10/16/2021,,,,,
Angola,10/10/2021,,,,,
Angola,10/11/2021,,,,,
Angola,10/12/2021,,,,,
Angola,10/13/2021,,,,,
Angola,10/14/2021,,4448653,3158501,1290152,33933280
Angola,10/15/2021,,,,,
Angola,10/16/2021,,,,,
Anguilla,10/10/2021,,,,,
Anguilla,10/11/2021,,,,,
Anguilla,10/12/2021,,,,,
Anguilla,10/13/2021,,,,,
Anguilla,10/14/2021,,,,,
Anguilla,10/15/2021,,18705,9548,9157,15125
Anguilla,10/16/2021,,,,,
Antigua and Barbuda,10/10/2021,,,,,
Antigua and Barbuda,10/11/2021,,,,,
Antigua and Barbuda,10/12/2021,,,,,
Antigua and Barbuda,10/13/2021,,99846,54758,45088,98731
Antigua and Barbuda,10/14/2021,,,,,
Antigua and Barbuda,10/15/2021,,,,,
Antigua and Barbuda,10/16/2021,,,,,
Argentina,10/10/2021,160655,53980661,30244964,23813404,
Argentina,10/11/2021,135233,54115894,30265200,23928986,
Argentina,10/12/2021,,54115894,,,
Argentina,10/13/2021,,54353322,30398941,24034055,
Argentina,10/14/2021,361598,54714920,30629612,24167049,
Argentina,10/15/2021,388787,55103707,30878639,24308860,
Argentina,10/16/2021,501961,55605668,31177414,24514822,45604583
Armenia,10/10/2021,,,,,
Armenia,10/11/2021,,514241,344029,170212,2967346
Armenia,10/12/2021,,,,,
Armenia,10/13/2021,,,,,
Armenia,10/14/2021,,,,,
Armenia,10/15/2021,,,,,
Armenia,10/16/2021,,,,,
Aruba,10/10/2021,185,157541,81871,75670,
Aruba,10/11/2021,,157541,,75670,
Aruba,10/12/2021,,157665,81916,75749,
Aruba,10/13/2021,201,157866,81987,75879,
Aruba,10/14/2021,86,157952,82015,75937,
Aruba,10/15/2021,113,158065,82054,76011,107192
Aruba,10/16/2021,,,,,
Austria,10/10/2021,2173,11095432,5787527,5488111,
Austria,10/11/2021,13608,11109040,5790442,5492983,
Austria,10/12/2021,21508,11130548,5795168,5500412,
Austria,10/13/2021,26429,11156977,5800384,5508499,
Austria,10/14/2021,24417,11181394,5805526,5516174,
Austria,10/15/2021,26618,11208012,5811639,5526943,
Austria,10/16/2021,10233,11218245,5814680,5531374,9043326
Azerbaijan,10/10/2021,33833,8996778,4889178,4107600,
Azerbaijan,10/11/2021,511,8997289,4889404,4107885,
Azerbaijan,10/12/2021,39810,9037099,4903419,4133680,
Azerbaijan,10/13/2021,,9037099,,4133680,
Azerbaijan,10/14/2021,,9106934,4929657,4177277,
Azerbaijan,10/15/2021,31417,9138351,4942003,4196348,10223013
Azerbaijan,10/16/2021,,9138351,,4196348,
Bahamas,10/10/2021,,,,,
Bahamas,10/11/2021,,,,,
Bahamas,10/12/2021,,,,,
Bahamas,10/13/2021,,,,,
Bahamas,10/14/2021,,,,,
Bahamas,10/15/2021,,238432,133591,110710,396924
Bahamas,10/16/2021,,,,,
Bahrain,10/10/2021,8923,2660632,1168404,1128869,
Bahrain,10/11/2021,8943,2669575,1168806,1129802,
Bahrain,10/12/2021,7498,2677073,1169414,1130624,
Bahrain,10/13/2021,7192,2684265,1169744,1131303,
Bahrain,10/14/2021,7246,2691511,1170200,1132032,
Bahrain,10/15/2021,4260,2695771,1170371,1132352,
Bahrain,10/16/2021,4334,2700105,1170546,1132855,1748320
Bangladesh,10/10/2021,910415,54191063,36162135,18028928,
Bangladesh,10/11/2021,607923,54798986,36580037,18218949,
Bangladesh,10/12/2021,480836,55279822,36897472,18382350,
Bangladesh,10/13/2021,444078,55723900,37180111,18543789,
Bangladesh,10/14/2021,395044,56118944,37436111,18682833,
Bangladesh,10/15/2021,,56118944,,18682833,
Bangladesh,10/16/2021,,56133021,37450120,18682901,166320063
Barbados,10/10/2021,790,254344,142182,112162,
Barbados,10/11/2021,1301,255645,142623,113022,
Barbados,10/12/2021,1356,257001,143151,113850,
Barbados,10/13/2021,1230,258231,143661,114570,
Barbados,10/14/2021,,258231,,114570,
Barbados,10/15/2021,,260653,144569,116084,
Barbados,10/16/2021,842,261495,144981,116514,287705
Belarus,10/10/2021,,4218130,2468546,1749584,9442870
Belarus,10/11/2021,,,,,
Belarus,10/12/2021,,,,,
Belarus,10/13/2021,,,,,
Belarus,10/14/2021,,,,,
Belarus,10/15/2021,,,,,
Belarus,10/16/2021,,,,,
Belgium,10/10/2021,319,16716431,8634272,8473480,
Belgium,10/11/2021,4987,16721418,8636694,8476367,
Belgium,10/12/2021,6533,16727951,8639957,8480102,
Belgium,10/13/2021,9622,16737573,8643487,8486736,
Belgium,10/14/2021,4091,16741664,8645665,8489064,11632619
Belgium,10/15/2021,,,,,
Belgium,10/16/2021,,,,,
Benin,10/10/2021,,,,,
Benin,10/11/2021,,,,,
Benin,10/12/2021,,252698,216527,186951,12448178
Benin,10/13/2021,,,,,
Benin,10/14/2021,,,,,
Benin,10/15/2021,,,,,
Benin,10/16/2021,,,,,
Bermuda,10/10/2021,,,,,
Bermuda,10/11/2021,,,,,
Bermuda,10/12/2021,,,,,
Bermuda,10/13/2021,,,,,
Bermuda,10/14/2021,,,,,
Bermuda,10/15/2021,,88417,45017,43400,62091
Bermuda,10/16/2021,,,,,
Bhutan,10/10/2021,,1087753,585479,502274,779919
Bhutan,10/11/2021,,,,,
Bhutan,10/12/2021,,,,,
Bhutan,10/13/2021,,,,,
Bhutan,10/14/2021,,,,,
Bhutan,10/15/2021,,,,,
Bhutan,10/16/2021,,,,,
Botswana,10/10/2021,,,,,
Botswana,10/11/2021,,,,,
Botswana,10/12/2021,,,,,
Botswana,10/13/2021,,,,,
Botswana,10/14/2021,,783999,525739,258260,2397551
Botswana,10/15/2021,,,,,
Botswana,10/16/2021,,,,,
Brazil,10/10/2021,1138680,249340259,154414034,99584719,
Brazil,10/11/2021,,249340259,,99584719,
Brazil,10/12/2021,,249340259,,99584719,
Brazil,10/13/2021,,249340259,,99584719,
Brazil,10/14/2021,,250811841,154852830,100632085,
Brazil,10/15/2021,5613461,256425302,156046285,105171980,213990906
Brazil,10/16/2021,,256425302,,105171980,
Brunei,10/10/2021,,542019,330410,211609,
Brunei,10/11/2021,,542019,,211609,
Brunei,10/12/2021,,552265,335650,216615,
Brunei,10/13/2021,,552265,,216615,
Brunei,10/14/2021,,563695,339667,224028,441526
Brunei,10/15/2021,,,,,
Brunei,10/16/2021,,,,,
Bulgaria,10/10/2021,1219,2588714,,1361629,
Bulgaria,10/11/2021,5165,2593879,,1365088,
Bulgaria,10/12/2021,7669,2601548,,1369817,
Bulgaria,10/13/2021,5548,2607096,,1372723,
Bulgaria,10/14/2021,8058,2615154,,1377516,
Bulgaria,10/15/2021,8629,2623783,,1382469,
Bulgaria,10/16/2021,2925,2626708,,1383964,6896057
Cambodia,10/10/2021,189734,24861031,13492406,11498517,
Cambodia,10/11/2021,301495,25162526,13510285,11724361,
Cambodia,10/12/2021,324159,25486685,13527978,11941520,
Cambodia,10/13/2021,285711,25772396,13545823,12131297,
Cambodia,10/14/2021,253194,26025590,13561866,12298389,
Cambodia,10/15/2021,210346,26235936,13574139,12432963,
Cambodia,10/16/2021,202889,26438825,13585319,12541420,16946879
Cameroon,10/10/2021,,,,,
Cameroon,10/11/2021,,479521,395570,140494,27245512
Cameroon,10/12/2021,,,,,
Cameroon,10/13/2021,,,,,
Cameroon,10/14/2021,,,,,
Cameroon,10/15/2021,,,,,
Cameroon,10/16/2021,,,,,
Canada,10/10/2021,49548,57069440,29362882,27430036,
Canada,10/11/2021,27686,57097126,29374455,27446149,
Canada,10/12/2021,123655,57220781,29425814,27499597,
Canada,10/13/2021,89992,57310773,29441122,27548086,
Canada,10/14/2021,100961,57411734,29474648,27599773,
Canada,10/15/2021,100370,57512104,29516286,27649486,
Canada,10/16/2021,50601,57562705,29532990,27681160,38068055
Cayman Islands,10/10/2021,,,,,
Cayman Islands,10/11/2021,,,,,
Cayman Islands,10/12/2021,,109302,55654,55654,
Cayman Islands,10/13/2021,366,109668,55723,55723,
Cayman Islands,10/14/2021,251,109919,55780,55780,66497
Cayman Islands,10/15/2021,,,,,
Cayman Islands,10/16/2021,,,,,
Central African Republic,10/10/2021,,,,,
Central African Republic,10/11/2021,,,,,
Central African Republic,10/12/2021,,,,,
Central African Republic,10/13/2021,,,,,
Central African Republic,10/14/2021,,255345,245444,9901,4919943
Central African Republic,10/15/2021,,,,,
Central African Republic,10/16/2021,,,,,
Chad,10/10/2021,,,,,
Chad,10/11/2021,,183351,146669,36682,16976945
Chad,10/12/2021,,,,,
Chad,10/13/2021,,,,,
Chad,10/14/2021,,,,,
Chad,10/15/2021,,,,,
Chad,10/16/2021,,,,,
Chile,10/10/2021,392,33388443,15918062,14216478,
Chile,10/11/2021,1463,33389906,15918580,14216726,
Chile,10/12/2021,208530,33598436,15976574,14276506,
Chile,10/13/2021,221139,33819575,16034474,14325911,
Chile,10/14/2021,191339,34010914,16083857,14355056,
Chile,10/15/2021,117563,34128477,16111504,14366309,19212158
Chile,10/16/2021,,,,,
China,10/10/2021,1117000,2221245000,,,
China,10/11/2021,1421000,2222666000,,,
China,10/12/2021,1415000,2224081000,,,
China,10/13/2021,1423000,2225504000,,,
China,10/14/2021,1830000,2227334000,,,
China,10/15/2021,1878000,2229212000,,,
China,10/16/2021,1355000,2230567000,,,1444200065
Colombia,10/10/2021,121977,43007509,27885125,18593793,
Colombia,10/11/2021,307941,43315450,28016960,18815492,
Colombia,10/12/2021,292695,43608145,28166163,19007794,
Colombia,10/13/2021,273573,43881718,28300881,19199704,
Colombia,10/14/2021,255399,44137117,28433989,19370919,51268576
Colombia,10/15/2021,,,,,
Colombia,10/16/2021,,,,,
Congo,10/10/2021,,,,,
Congo,10/11/2021,,,,,
Congo,10/12/2021,,,,,
Congo,10/13/2021,,,,,
Congo,10/14/2021,,398685,279091,119594,5655107
Congo,10/15/2021,,,,,
Congo,10/16/2021,,,,,
Costa Rica,10/10/2021,,,,,
Costa Rica,10/11/2021,,5921089,3525260,2395829,5138943
Costa Rica,10/12/2021,,,,,
Costa Rica,10/13/2021,,,,,
Costa Rica,10/14/2021,,,,,
Costa Rica,10/15/2021,,,,,
Costa Rica,10/16/2021,,,,,
Cote d'Ivoire,10/10/2021,,,,,
Cote d'Ivoire,10/11/2021,,2578266,1970527,607739,27054208
Cote d'Ivoire,10/12/2021,,,,,
Cote d'Ivoire,10/13/2021,,,,,
Cote d'Ivoire,10/14/2021,,,,,
Cote d'Ivoire,10/15/2021,,,,,
Cote d'Ivoire,10/16/2021,,,,,
Croatia,10/10/2021,616,3486793,1852899,1633894,
Croatia,10/11/2021,4432,3491225,1855439,1737752,
Croatia,10/12/2021,5747,3496972,1858610,1741129,
Croatia,10/13/2021,6144,3503116,1861783,1744717,
Croatia,10/14/2021,7507,3510623,1865665,1749058,
Croatia,10/15/2021,5990,3516613,1868374,1752644,
Croatia,10/16/2021,3395,3520008,1870176,1754676,4081642
Cuba,10/10/2021,106623,22982472,9628835,6238972,
Cuba,10/11/2021,166570,23149042,9636551,6355943,
Cuba,10/12/2021,248510,23397552,9654453,6500743,
Cuba,10/13/2021,230815,23628367,9671500,6611807,
Cuba,10/14/2021,292547,23920914,9688764,6689090,
Cuba,10/15/2021,241180,24162094,9704167,6748348,11317671
Cuba,10/16/2021,,,,,
Curacao,10/10/2021,53,188871,98611,90260,
Curacao,10/11/2021,,188871,,90260,
Curacao,10/12/2021,,188871,,90260,
Curacao,10/13/2021,,189304,98872,90432,
Curacao,10/14/2021,,189304,,90432,
Curacao,10/15/2021,,189909,99245,90664,164795
Curacao,10/16/2021,,189909,,90664,
Cyprus,10/10/2021,,1182072,598723,562207,
Cyprus,10/11/2021,4419,1186491,599052,563053,
Cyprus,10/12/2021,2397,1188888,599337,563454,
Cyprus,10/13/2021,,1188888,,563454,
Cyprus,10/14/2021,,1193859,599781,564181,896022
Cyprus,10/15/2021,,,,,
Cyprus,10/16/2021,,,,,
Czechia,10/10/2021,1488,11870143,6109923,6003034,
Czechia,10/11/2021,6434,11876577,6112756,6007339,
Czechia,10/12/2021,5710,11882287,6115344,6011103,
Czechia,10/13/2021,6425,11888712,6118602,6015049,
Czechia,10/14/2021,7180,11895892,6122033,6019832,
Czechia,10/15/2021,9251,11905143,6126729,6025524,
Czechia,10/16/2021,2185,11907328,6127921,6026901,10724425
Denmark,10/10/2021,,8804552,4461639,4387252,
Denmark,10/11/2021,1172,8805724,4462389,4388625,
Denmark,10/12/2021,3004,8808728,4463529,4390893,
Denmark,10/13/2021,2766,8811494,4464651,4392869,
Denmark,10/14/2021,2197,8813691,4465486,4394501,5813397
Denmark,10/15/2021,,,,,
Denmark,10/16/2021,,,,,
Dominica,10/10/2021,,,,,
Dominica,10/11/2021,,,,,
Dominica,10/12/2021,,,,,
Dominica,10/13/2021,,,,,
Dominica,10/14/2021,,,,,
Dominica,10/15/2021,,48830,26806,22024,72170
Dominica,10/16/2021,,,,,
Dominican Republic,10/10/2021,8649,12125221,6134235,4973191,
Dominican Republic,10/11/2021,49311,12174532,6155094,4988709,
Dominican Republic,10/12/2021,55248,12229780,6177844,5006400,
Dominican Republic,10/13/2021,61965,12291745,6202706,5027184,
Dominican Republic,10/14/2021,71678,12363423,6234415,5050180,
Dominican Republic,10/15/2021,71189,12434612,6270413,5071130,
Dominican Republic,10/16/2021,37514,12472126,6290568,5082077,10953914
Ecuador,10/10/2021,763,21165186,11567583,9984970,
Ecuador,10/11/2021,42817,21208003,11598188,9999427,
Ecuador,10/12/2021,46559,21254562,11635235,10010755,
Ecuador,10/13/2021,44181,21298743,11671714,10020281,
Ecuador,10/14/2021,47416,21346159,11708111,10032731,17888343
Ecuador,10/15/2021,,,,,
Ecuador,10/16/2021,,,,,
El Salvador,10/10/2021,,7947486,4188803,3555188,
El Salvador,10/11/2021,47306,7994792,4199362,3571027,
El Salvador,10/12/2021,37140,8031932,4208954,3579009,
El Salvador,10/13/2021,30384,8062316,4218112,3582553,
El Salvador,10/14/2021,34462,8096778,4227768,3588788,6518621
El Salvador,10/15/2021,,8096778,,3588788,
El Salvador,10/16/2021,,8096778,,3588788,
England,10/10/2021,24754,79084966,41209509,37875457,
England,10/11/2021,43582,79128548,41232741,37895807,
England,10/12/2021,53083,79181631,41263377,37918254,
England,10/13/2021,57143,79238774,41295692,37943082,
England,10/14/2021,61674,79300448,41333877,37966571,
England,10/15/2021,61264,79361712,41369761,37991951,
England,10/16/2021,50175,79411887,41389496,38022391,56549090
Equatorial Guinea,10/10/2021,,,,,
Equatorial Guinea,10/11/2021,,,,,
Equatorial Guinea,10/12/2021,,414506,236045,178461,1449829
Equatorial Guinea,10/13/2021,,,,,
Equatorial Guinea,10/14/2021,,,,,
Equatorial Guinea,10/15/2021,,,,,
Equatorial Guinea,10/16/2021,,,,,
Estonia,10/10/2021,1212,1388915,765660,719467,
Estonia,10/11/2021,1651,1390566,766280,720774,
Estonia,10/12/2021,1990,1392556,767054,722286,
Estonia,10/13/2021,1697,1394253,767863,723520,
Estonia,10/14/2021,2004,1396257,768890,724887,
Estonia,10/15/2021,2440,1398697,770180,726544,
Estonia,10/16/2021,1135,1399832,770808,727290,1325223
Eswatini,10/10/2021,,258552,227080,219736,
Eswatini,10/11/2021,7504,266056,232472,225042,1172570
Eswatini,10/12/2021,,,,,
Eswatini,10/13/2021,,,,,
Eswatini,10/14/2021,,,,,
Eswatini,10/15/2021,,,,,
Eswatini,10/16/2021,,,,,
Ethiopia,10/10/2021,5075,3879071,2958714,920357,
Ethiopia,10/11/2021,20287,3899358,2973677,925681,
Ethiopia,10/12/2021,19627,3918985,2993304,925681,
Ethiopia,10/13/2021,12386,3931371,3005299,926072,
Ethiopia,10/14/2021,24122,3955493,3018566,936927,
Ethiopia,10/15/2021,21158,3976651,3035218,941433,
Ethiopia,10/16/2021,8898,3985549,3040483,945066,117915651
Faeroe Islands,10/10/2021,,75390,38663,36727,
Faeroe Islands,10/11/2021,129,75519,38719,36800,
Faeroe Islands,10/12/2021,,75519,,36800,
Faeroe Islands,10/13/2021,,75647,38770,36877,
Faeroe Islands,10/14/2021,,75647,,36877,
Faeroe Islands,10/15/2021,,75867,38890,36977,49055
Faeroe Islands,10/16/2021,,,,,
Fiji,10/10/2021,,,,,
Fiji,10/11/2021,,,,,
Fiji,10/12/2021,,1090963,594872,496091,902891
Fiji,10/13/2021,,,,,
Fiji,10/14/2021,,,,,
Fiji,10/15/2021,,,,,
Fiji,10/16/2021,,,,,
Finland,10/10/2021,5100,7786863,4163232,3623631,
Finland,10/11/2021,,7786863,,3623631,
Finland,10/12/2021,,7788689,4163606,3625083,
Finland,10/13/2021,24337,7813026,4167326,3645700,
Finland,10/14/2021,20042,7833068,4170859,3662209,
Finland,10/15/2021,30246,7863314,4176787,3686527,
Finland,10/16/2021,21621,7884935,4181337,3703598,5548474
France,10/10/2021,13908,96320776,50661426,45085000,
France,10/11/2021,135558,96456334,50688074,45134670,
France,10/12/2021,149870,96606204,50716174,45188766,
France,10/13/2021,170917,96777121,50753159,45250957,
France,10/14/2021,143854,96920975,50780417,45303504,67564291
France,10/15/2021,,,,,
France,10/16/2021,,,,,
French Polynesia,10/10/2021,,,,,
French Polynesia,10/11/2021,,,,,
French Polynesia,10/12/2021,,298182,154058,144124,282530
French Polynesia,10/13/2021,,,,,
French Polynesia,10/14/2021,,,,,
French Polynesia,10/15/2021,,,,,
French Polynesia,10/16/2021,,,,,
Gabon,10/10/2021,,,,,
Gabon,10/11/2021,,,,,
Gabon,10/12/2021,,,,,
Gabon,10/13/2021,,,,,
Gabon,10/14/2021,,206373,120033,86340,2277848
Gabon,10/15/2021,,,,,
Gabon,10/16/2021,,,,,
Georgia,10/10/2021,12092,1874845,1000785,874060,
Georgia,10/11/2021,7273,1882118,1002488,879630,
Georgia,10/12/2021,,1882118,,879630,
Georgia,10/13/2021,,1889200,1004298,884902,
Georgia,10/14/2021,10738,1899938,1007528,892410,3979762
Georgia,10/15/2021,,,,,
Georgia,10/16/2021,,,,,
Germany,10/10/2021,16398,109068200,57003549,54275875,
Germany,10/11/2021,92935,109161135,57032434,54320633,
Germany,10/12/2021,173809,109334944,57080843,54401359,
Germany,10/13/2021,200131,109535075,57134444,54492125,
Germany,10/14/2021,200426,109735501,57187586,54584569,
Germany,10/15/2021,156540,109892041,57231090,54658274,83899864
Germany,10/16/2021,,,,,
Gibraltar,10/10/2021,,,,,
Gibraltar,10/11/2021,,79927,39955,39698,
Gibraltar,10/12/2021,664,80591,39959,39714,
Gibraltar,10/13/2021,489,81080,39961,39725,
Gibraltar,10/14/2021,425,81505,39964,39740,
Gibraltar,10/15/2021,461,81966,39970,39751,33691
Gibraltar,10/16/2021,,81966,,39751,
Greece,10/10/2021,1127,12298000,6497378,6244676,
Greece,10/11/2021,17494,12315494,6504849,6255864,
Greece,10/12/2021,16374,12331868,6512506,6265696,
Greece,10/13/2021,15148,12347016,6519901,6274643,
Greece,10/14/2021,13230,12360246,6526782,6282022,
Greece,10/15/2021,16109,12376355,6534774,6291146,
Greece,10/16/2021,17105,12393460,6542732,6301143,10371097
Greenland,10/10/2021,,,,,
Greenland,10/11/2021,,76359,39951,36408,
Greenland,10/12/2021,46,76405,39960,36445,
Greenland,10/13/2021,65,76470,39988,36482,
Greenland,10/14/2021,102,76572,40002,36570,
Greenland,10/15/2021,65,76637,40015,36622,56870
Greenland,10/16/2021,,,,,
Guatemala,10/10/2021,31948,7650606,4844170,2806436,
Guatemala,10/11/2021,77944,7728550,4883066,2845484,
Guatemala,10/12/2021,81352,7809902,4926983,2882919,
Guatemala,10/13/2021,71289,7881191,4966834,2914357,
Guatemala,10/14/2021,63018,7944209,4999319,2944890,
Guatemala,10/15/2021,66403,8010612,5034882,2975730,
Guatemala,10/16/2021,25998,8036610,5047669,2988941,18248434
Guernsey,10/10/2021,,,,,
Guernsey,10/11/2021,,,,,
Guernsey,10/12/2021,,,,,
Guernsey,10/13/2021,,102340,,,67052
Guernsey,10/14/2021,,,,,
Guernsey,10/15/2021,,,,,
Guernsey,10/16/2021,,,,,
Guinea,10/10/2021,,1902897,1286118,616779,
Guinea,10/11/2021,,1902897,,616779,
Guinea,10/12/2021,,1925558,1298461,627097,
Guinea,10/13/2021,57128,1982686,1337669,645017,
Guinea,10/14/2021,27737,2010423,1355165,655258,13492772
Guinea,10/15/2021,,,,,
Guinea,10/16/2021,,,,,
Guinea-Bissau,10/10/2021,,,,,
Guinea-Bissau,10/11/2021,,,,,
Guinea-Bissau,10/12/2021,,120641,111131,9513,2014041
Guinea-Bissau,10/13/2021,,,,,
Guinea-Bissau,10/14/2021,,,,,
Guinea-Bissau,10/15/2021,,,,,
Guinea-Bissau,10/16/2021,,,,,
Guyana,10/10/2021,,,,,
Guyana,10/11/2021,,,,,
Guyana,10/12/2021,,593900,368850,225050,
Guyana,10/13/2021,2626,596526,369877,226649,790311
Guyana,10/14/2021,,,,,
Guyana,10/15/2021,,,,,
Guyana,10/16/2021,,,,,
Haiti,10/10/2021,,96073,69379,27035,
Haiti,10/11/2021,,96073,,27035,
Haiti,10/12/2021,,96073,,27035,
Haiti,10/13/2021,,96073,,27035,
Haiti,10/14/2021,,96073,,27035,
Haiti,10/15/2021,,102168,73568,28941,11479551
Haiti,10/16/2021,,,,,
Honduras,10/10/2021,,,,,
Honduras,10/11/2021,,,,,
Honduras,10/12/2021,,,,,
Honduras,10/13/2021,,,,,
Honduras,10/14/2021,,,,,
Honduras,10/15/2021,,6058428,3520903,2537900,10062163
Honduras,10/16/2021,,,,,
Hong Kong,10/10/2021,18508,8819978,4535379,4284599,
Hong Kong,10/11/2021,15442,8835420,4540861,4294559,
Hong Kong,10/12/2021,8497,8843917,4543684,4300233,
Hong Kong,10/13/2021,217,8844134,4543723,4300411,
Hong Kong,10/14/2021,11366,8855500,4547061,4308439,
Hong Kong,10/15/2021,19479,8874979,4552607,4322372,
Hong Kong,10/16/2021,18511,8893490,4558764,4334726,7552858
Hungary,10/10/2021,,,5909819,5679589,
Hungary,10/11/2021,,,5911737,5682396,
Hungary,10/12/2021,,,5913862,5685596,
Hungary,10/13/2021,,,5916769,5689371,
Hungary,10/14/2021,,,5919930,5694336,
Hungary,10/15/2021,,,,,
Hungary,10/16/2021,,,,,
Iceland,10/10/2021,,,,,
Iceland,10/11/2021,,,,,
Iceland,10/12/2021,,,,,
Iceland,10/13/2021,,,,,
Iceland,10/14/2021,,562426,282338,277837,343362
Iceland,10/15/2021,,,,,
Iceland,10/16/2021,,,,,
India,10/10/2021,8105914,951139832,683498355,267641477,
India,10/11/2021,3768263,954908095,685337489,269570606,
India,10/12/2021,6431534,961339629,688686928,272652701,
India,10/13/2021,4564718,965904347,690968314,274936033,
India,10/14/2021,2457704,968362051,692134805,276227246,
India,10/15/2021,2801396,971163447,693416137,277747310,
India,10/16/2021,1522695,972686142,693992112,278694030,1393333537
Indonesia,10/10/2021,1429314,157711272,100189038,57522234,
Indonesia,10/11/2021,218303,157929575,100322375,57607200,
Indonesia,10/12/2021,1838899,159768474,101362894,58405580,
Indonesia,10/13/2021,2328841,162097315,102685817,59411498,
Indonesia,10/14/2021,2633460,164730775,104308702,60422073,
Indonesia,10/15/2021,2130966,166861741,105464686,61397055,
Indonesia,10/16/2021,1975145,168836886,106669970,62166916,276374016
Iran,10/10/2021,,64401471,45075271,19326200,85029669
Iran,10/11/2021,,,,,
Iran,10/12/2021,,,,,
Iran,10/13/2021,,,,,
Iran,10/14/2021,,,,,
Iran,10/15/2021,,,,,
Iran,10/16/2021,,,,,
Ireland,10/10/2021,1339,7264957,3785185,3715819,
Ireland,10/11/2021,2061,7267018,3785723,3717362,
Ireland,10/12/2021,2830,7269848,3786662,3719261,
Ireland,10/13/2021,2071,7271919,3787313,3720688,
Ireland,10/14/2021,2824,7274743,3788213,3722616,
Ireland,10/15/2021,3859,7278602,3789540,3725159,
Ireland,10/16/2021,4476,7283078,3791218,3727958,4982949
Isle of Man,10/10/2021,5,129494,65485,,
Isle of Man,10/11/2021,,129494,,,
Isle of Man,10/12/2021,,129495,65488,64007,
Isle of Man,10/13/2021,15,129510,65495,64015,
Isle of Man,10/14/2021,15,129525,65504,64021,85411
Isle of Man,10/15/2021,,,,,
Isle of Man,10/16/2021,,,,,
Israel,10/10/2021,29635,15629566,6185075,5685753,
Israel,10/11/2021,24024,15653590,6189200,5688586,
Israel,10/12/2021,21858,15675448,6193039,5691442,
Israel,10/13/2021,18942,15694390,6196326,5693746,
Israel,10/14/2021,22418,15716808,6199925,5696270,
Israel,10/15/2021,11836,15728644,6201411,5697785,
Israel,10/16/2021,5532,15734176,6202114,5698663,8789552
